claim_id,category,occurrence_count,clinical_validity,practice_current_eligibility,normalized_statement,numeric_values,routes,population_markers,context_markers,jurisdiction_markers
candidate-claim:e1cc8d2e12b56da1d453,dose_via_intervalo,1,pending,blocked,"sequencia padrao dos eventos puberais (menino) aumento do volume testicular (≥4ml ou ≥2,5cm no maior eixo) → pubarca → aumento peniano → estirao de crescimento (mais tardio que na menina) → espermarca → conclusao do desenvolvimento — conhecimento geral (nao descrito nas fontes b disponiveis padrao consolidado de semiologia pediatrica)",2 ; 4ml,,,,
candidate-claim:1d956a8e5fa282bcbedc,dose_via_intervalo,1,pending,blocked,sequestro esplenico — volume de transfusao 5 ml/kg (repetir e reavaliar antes de dar mais) hemoglobinopatias (tratado) p 27 confirmado,27 ; 5 ml/kg,,,,
candidate-claim:c6c3ee6139ab32f527f2,dose_via_intervalo,1,pending,blocked,sertralina — dose 50–200mg (ate 300mg em toc) 3 fontes b confirmado,200mg ; 3 ; 300mg ; 50,,,,
candidate-claim:d3a98ef14b12cc43c8d9,dose_via_intervalo,1,pending,blocked,sertralina — dose no toc 300 mg anotac o es toc p 5 slide p 14 confirmado — camada a,14 ; 300 mg ; 5,,,,
candidate-claim:11f5828ef74bb0fe6cae,dose_via_intervalo,1,pending,blocked,"sialorreia + disfagia + inicio subito + toxemia + voz abafada → epiglotite (nao examinar garantir via aerea) tosse rouca (""de cachorro"") + estridor + inicio insidioso + febre baixa/moderada sem toxemia → crupe (corticoide + adrenalina inalatoria observar)",,,,,
candidate-claim:4ca73283592124f3e7b0,dose_via_intervalo,1,pending,blocked,"sialorreia disfagia toxemia voz abafada inicio abrupto vs insidioso sinal do polegar sinal da torre da igreja (= sinal da ponta do lapis) h influenzae parainfluenza posicao de seguranca/nao manipular dexametasona 0,15 mg/kg ceftriaxona 100 mg/kg/dia","0,15 mg/kg ; 100 mg/kg/dia",,,,
candidate-claim:d186b3c878c2c17c0b2a,dose_via_intervalo,1,pending,blocked,sibutramina inibidor de recaptacao de ne/serotonina retirada do mercado em 2010 (ema/fda/health canada) por aumento de eventos cv (iam nao fatal avc nao fatal morte cv pcr ressuscitada) anvisa (2011) permite uso cauteloso dose 10mg/dia maximo 15mg/dia obesidade e sind metabolica p 6 confirmado,10mg ; 15mg ; 2010 ; 2011 ; 6,,,,anvisa
candidate-claim:9c4e43f2c982e71350e9,dose_via_intervalo,1,pending,blocked,"sinais de alarme (idade de inicio apos 50 anos sangramento retal/melena dor noturna ou diarreia que acorda o paciente dor abdominal progressiva perda de peso inexplicavel/febre anemia ferropriva pcr/calprotectina elevadas historia familiar de dii/cancer colorretal) sao o que decide investigar organicamente em vez de tratar como funcional — o professor sublinhou explicitamente esse ponto no slide (""prof disse que e importante"") um segundo pivo menos intuitivo sorologia negativa (antigliadina antiendomisio antitransglutaminase) nao exclui doenca celiaca — biopsia duodenal (atrofia de vilosidades + hiperplasia de criptas) e quem fecha o diagnostico quando a suspeita clinica persiste",50 anos,retal,,,
candidate-claim:84dd4a3e05a6a2362635,dose_via_intervalo,1,pending,blocked,sinais de alarme em diarreia cronica idade de inicio >50 anos sangramento retal/melena dor noturna ou que acorda o paciente dor abdominal progressiva perda de peso inexplicavel/febre anemia ferropriva pcr ou calprotectina fecal elevadas historia familiar de dii ou cancer colorretal casos clinicos p7 1 p 6 confirmado,50 anos ; 6,retal,,,
candidate-claim:aa67cb28d24bebcbc9fc,dose_via_intervalo,1,pending,blocked,"sinais de que a basal nao e mais suficiente dose basal >0,5 u/kg/dia · hipoglicemias frequentes/grande variabilidade · descontrole pos-prandial importante · diferenca bed-time x jejum de 50-55 mg/dl insulinoterapia (1) p 25 conferido visualmente confirmado","0,5 ; 1 ; 25 ; 50 ; 55 mg/dl",,,,
candidate-claim:90d0294e7b204e107b62,dose_via_intervalo,1,pending,blocked,"sinal de giordano · colica renal · tc sem contraste (litiase) · leco x ureteroscopia x nefrolitotomia percutanea · toque retal (prostata adenomatosa x endurecida/nodular) · ipss · psa total e relacao livre/total · gleason primario + secundario · bosniak · trauma renal grau i-v · uretrorragia · ""nunca sondar"" (trauma de uretra)",,retal,,,
candidate-claim:a3c26f2116de09b4e669,dose_via_intervalo,1,pending,blocked,sinal de pastia sinal de filatov lingua em framboesa descamacao lamelar (nao furfuracea) adenopatia anterior dolorosa vs posterior indolor penicilina benzatina 27 kg febre reumatica glomerulonefrite difusa aguda,27 kg,,,aguda,
candidate-claim:d4961737269cfe5a7970,dose_via_intervalo,1,pending,blocked,"sindrome nefritica — definicao hematuria de inicio subito + proteinuria 24h <3,5g + oliguria (<400ml/dia) + edema periorbitario/anasarca + has osce - nefrologia pdf p ~1 (camada b tabela) confirmado","1 ; 24h ; 3,5g ; 400ml",,,,
candidate-claim:c553bad4c37ce23e3a2a,dose_via_intervalo,1,pending,blocked,"sindrome nefrotica proteinuria macica >3,5g/1,73m²/dia + hipoalbuminemia + edema + hiperlipidemia classicamente sem has nem retencao nitrogenada diag sind diag lab 2024 2 p 31 confirmado","1 ; 3,5g ; 31",,,,
candidate-claim:0f2606f156e83de3e5b4,dose_via_intervalo,1,pending,blocked,"sindrome nefrotica — achados proteinuria >3,5g/24h + hipoalbuminemia + edema intenso + hiperlipidemia sem has tipica dado","24h ; 3,5g",,,,
candidate-claim:a1dda89e1513b9498102,dose_via_intervalo,1,pending,blocked,"sindrome nefrotica — definicao proteinuria 24h >3,5g + hipoalbuminemia + hiperlipidemia (ldl aumentado) + has inicio progressivo osce - nefrologia pdf p ~1 (camada b tabela) confirmado","1 ; 24h ; 3,5g",,,,
candidate-claim:0ed7e41205fc8d28d736,dose_via_intervalo,1,pending,blocked,sitagliptina/vildagliptina/saxagliptina/alogliptina todos exigem ajuste de dose em insuficiencia renal idem p 24 confirmado,24,,,,
candidate-claim:3e72080fd5ea2dd9f495,dose_via_intervalo,1,pending,blocked,"sitio primario segue a cadeia simpatica sitio de metastase e outro eixo — nao confundir os dois primario adrenal (40%) ganglios simpaticos retroperitoneais (25%) torax/mediastino posterior (15%) paravertebral de qualquer nivel cabeca-pelve (22% categoria que se sobrepoe as anteriores) pelve (5%) cervical (5%) metastase (estadio iv) osso medula ossea linfonodos figado e tecido subcutaneo — raramente pulmao e snc (ao contrario do wilms que metastatiza sobretudo para pulmao) um item que descreve dor ossea ""sinal do guaxinim"" (equimose periorbital por infiltracao ossea periorbitaria) ou hepatomegalia macica em lactente ja esta descrevendo metastase nao localizacao primaria — o examinador explora exatamente essa troca",15 ; 22 ; 25 ; 40 ; 5,iv,lactente,,
candidate-claim:bc9a169320504221423b,dose_via_intervalo,1,pending,blocked,"situacao especial (>65a coronariopata hipot grave longa data) iniciar 12,5-25 mcg/dia reajustar a cada 15-30 dias pegadinha","12,5 ; 15 ; 25 mcg ; 30 dias",,,,
candidate-claim:558da9befef92896f722,dose_via_intervalo,1,pending,blocked,"situacao especial — disfuncao renal evitar metformina liraglutida glibenclamida glimepirida se clcr<30 ml/min/1,73m² ajustar dose de inibidores de dpp-4 (exceto linagliptina) se clcr<30 evitar inibidor de sglt-2 se clcr<45 oficina p 17 confirmado",1 ; 17 ; 2 ; 30 ; 30 ml ; 4 ; 45,,,,
candidate-claim:b358d46e662ecae1d25f,dose_via_intervalo,1,pending,blocked,"situacoes especiais (>65 anos coronariopata hipot grave de longa duracao) iniciar 12,5–25 mcg/dia reajustar 12,5–25 mcg a cada 15–30 dias hipotireoidismo 2025.1 p 40 conferido visualmente confirmado","1 ; 12,5 ; 15 ; 25 mcg ; 30 dias ; 40 ; 65 anos",,,,
candidate-claim:633d58cd05a4dd54d3fa,dose_via_intervalo,1,pending,blocked,sop — antiandrogenicos espironolactona 25–100mg/dia flutamida (hepatotoxicidade) finasterida slide p 43 confirmado,100mg ; 25 ; 43,,,,
candidate-claim:3ee21d4d4ea6e958dfcf,dose_via_intervalo,1,pending,blocked,sop — metformina indicacao imc ≥25 kg/m² slide p 43 confirmado,25 kg ; 43,,,,
candidate-claim:5fb44989d7aab554dd02,dose_via_intervalo,1,pending,blocked,status epilepticus — 20 a 40 min droga anti-crise fenitoina 20 mg/kg ev (max 1500 mg) 1x ou acido valproico 40 mg/kg ev (max 3000 mg) 1x ou levetiracetam 60 mg/kg ev (max 4500 mg) 1x ou fenobarbital 15 mg/kg ev 1x slide p 35 (conferida em imagem) confirmado,15 mg/kg ; 1500 mg ; 20 ; 20 mg/kg ; 3000 mg ; 35 ; 40 mg/kg ; 40 min ; 4500 mg ; 60 mg/kg,ev,,,
candidate-claim:48cb6645105ed68593ff,dose_via_intervalo,1,pending,blocked,"status epilepticus — 5 a 20 min benzodiazepinico midazolam 10 mg im (5 mg se 13-40 kg) dose unica ou diazepam 0,2 mg/kg/dose (max 10 mg/dose) repete 1x slide p 34 (conferida em imagem) confirmado","0,2 mg/kg ; 10 mg ; 13 ; 20 min ; 34 ; 40 kg ; 5 ; 5 mg",im,,,
candidate-claim:a9c6b2ffeb3e235fa1d9,dose_via_intervalo,1,pending,blocked,"sulfonilureia que mais causa ganho de peso glimepirida (4,0 kg) apesar do baixo risco de hipoglicemia fato","4,0 kg",,,,
candidate-claim:da0c508a8fa49a855774,dose_via_intervalo,1,pending,blocked,"sulfonilureias — contraindicacao tfg <30 ml/min/1,73m² insuficiencia hepatica deficiencia grave de insulina infeccao grave gestacao slide p 53 confirmado",1 ; 30 ml ; 53,,,,
candidate-claim:3c6e4238b5d9cdeea295,dose_via_intervalo,1,pending,blocked,"sulfonilureias — efeito geral ↓glicemia jejum 60–70 mg/dl ↓hba1c 1,5–2,0% ↓risco de complicacoes microvasculares p7 famene farmacoterapia do diabetes 2025 1 2a aula p 8 confirmado","1,5 ; 2,0 ; 60 ; 70 mg/dl ; 8",,,,
candidate-claim:6959b68afa23699d37f1,dose_via_intervalo,1,pending,blocked,sulfonilureias — efeitos indesejaveis hipoglicemia ↑peso 1–4 kg nauseas/vomitos hipersensibilidade idem p 11 confirmado,1 ; 11 ; 4 kg,,,,
candidate-claim:1bce3fffbc35425aec9e,dose_via_intervalo,1,pending,blocked,"sulfonilureias — reducao estimada gj 60–70 mg/dl hba1c 1,5–2,0% (maior potencia da classe) slide p 53 confirmado","1,5 ; 2,0 ; 53 ; 60 ; 70 mg/dl",,,,
candidate-claim:4e649a811db9d7fb5902,dose_via_intervalo,1,pending,blocked,suplementacao profilatica — pre-termo 1000-1500g 3 mg/kg/dia a partir do 30o dia por 1 ano depois 1 mg/kg/dia +1 ano consenso anemia ferropriva sbp p 7 confirmado,1 ; 1 mg/kg/dia ; 1000 ; 1500g ; 3 mg/kg/dia ; 7,,,,sbp
candidate-claim:949f1a3d6d8501bf7621,dose_via_intervalo,1,pending,blocked,suplementacao profilatica — pre-termo <1000g 4 mg/kg/dia a partir do 30o dia por 1 ano depois 1 mg/kg/dia +1 ano consenso anemia ferropriva sbp p 7 confirmado,1 ; 1 mg/kg/dia ; 1000g ; 4 mg/kg/dia ; 7,,,,sbp
candidate-claim:f09a8c98ade2a16526a4,dose_via_intervalo,1,pending,blocked,suplementacao profilatica — rn <2500g e pre-termo 1500-2500g 2 mg/kg/dia a partir do 30o dia por 1 ano depois 1 mg/kg/dia +1 ano consenso anemia ferropriva sbp p 7 confirmado,1 ; 1 mg/kg/dia ; 1500 ; 2 mg/kg/dia ; 2500g ; 7,,rn,,sbp
candidate-claim:91162c63cfdb795bdc11,dose_via_intervalo,1,pending,blocked,suplementacao profilatica — rn termo aig 1 mg de ferro elementar/kg/dia do 3o ao 24o mes consenso anemia ferropriva sbp p 7 confirmado,1 mg ; 7,,rn,,sbp
candidate-claim:8f1740c38e3ce7efb654,dose_via_intervalo,1,pending,blocked,suspeita de carcinoma de paratireoide lesao palpavel · pth >1000 · calcio >14 mg/dl · sintomas compressivos (rouquidao paralisia de corda vocal) slide carla p 25 confirmado,1000 ; 14 mg/dl ; 25,,,,
candidate-claim:59a070282037abda50d5,dose_via_intervalo,1,pending,blocked,tag — nº de sintomas exigidos ≥3 de 6 (inquietacao fadiga facil dificuldade de concentracao irritabilidade tensao muscular disturbio do sono) transtorno de ansiedade ii unidade p 1 transtorno de ansiedade docx p 1 confirmado (2 fontes),1 ; 2 ; 3 ; 6,,,,
candidate-claim:dcf5816b917e1d36b837,dose_via_intervalo,1,pending,blocked,talassemia maior x talassemia menor — hb de corte maior hb <7 g/dl menor hb >10 g/dl valor,10 g/dl ; 7 g/dl,,,,
candidate-claim:78b4d70ee2e730abf9ae,dose_via_intervalo,1,pending,blocked,talassemia maior — hb / hba2 / hbf hb <7 g/dl hba2 >4% hbf ate 100% hemoglobinopatias (tratado) p 9 (tabela 2) confirmado,100 ; 2 ; 4 ; 7 g/dl ; 9,,,,
candidate-claim:2b4e2a376bc08a3a99d2,dose_via_intervalo,1,pending,blocked,"talassemia menor — hb / hba2 hb >10 g/dl hba2 >3,6-4% hemoglobinopatias (tratado) p 9 (tabela 2) confirmado","10 g/dl ; 2 ; 3,6 ; 4 ; 9",,,,
candidate-claim:c9586d5cca992f17c98f,dose_via_intervalo,1,pending,blocked,"tb meningoencefalica — tratamento esquema rhze (coxcip-4) por 2 meses + rh por 10 meses (total 12 meses) corticoide prednisona 1-2 mg/kg/dia por 4 semanas (leve) ou dexametasona ~0,3-0,4 mg/kg/dia por 4-8 semanas com reducao gradual (grave) neuroinfecoes2021 pptx p 30 confirmado com correcoes — o slide literalmente mostra ""0,3 a 0,3 mg/kg/dia"" que e internamente inconsistente (mesmo valor nos dois extremos) mantido como registrado no slide mas sinalizado como provavel erro de digitacao do professor (valor usual da literatura e 0,3–0,4 mg/kg/dia) — confirmar no slide original em maior resolucao se possivel","0,3 ; 0,3 mg/kg/dia ; 0,4 mg/kg/dia ; 1 ; 10 meses ; 12 meses ; 2 meses ; 2 mg/kg/dia ; 30 ; 4 ; 4 semanas ; 8 semanas",,,,
candidate-claim:caa0c4f851677c7c3ad6,dose_via_intervalo,1,pending,blocked,tempo maximo de bzd associado a antidepressivo ~1 mes com desmame gradual (~25%/semana) dado numerico,1 ; 25,,,,
candidate-claim:497e1645e02edeaa03c1,dose_via_intervalo,1,pending,blocked,tempo maximo de bzd como ponte 4–6 semanas risco/conduta,4 ; 6 semanas,,,,
candidate-claim:b5c8e6030e960f4f89ca,dose_via_intervalo,1,pending,blocked,tempo maximo de uso de bzd associado a antidepressivo ~1 mes com desmame gradual karen p 2 confirmado (1 fonte b a' nao quantifica),1 ; 2,,,,
candidate-claim:3bb83fd96cadc0e28374,dose_via_intervalo,1,pending,blocked,"terapia dos ""2 t's"" tansulosina 0,4mg (manha) + tadalafila 5mg (noite) dado","0,4mg ; 2 ; 5mg",,,,
candidate-claim:a87456e68954b2e22fdf,dose_via_intervalo,1,pending,blocked,terapia empirica — restricao etaria nao indicada em <1 ano 1-2 anos restrita (mebendazol+metronidazol albendazol meia dose ou nitazoxanida isolada) >2 anos maioria das opcoes parasitose intestinal - tratado sbp tratamento confirmado,1 ; 2 anos,,,,sbp
candidate-claim:62c4dcbe9bbe1d7468c9,dose_via_intervalo,1,pending,blocked,teste da cortrosina (acth) 250 mcg iv bolus dosar 17-ohp e cortisol aos 60 min slide p 22 confirmado,17 ; 22 ; 250 mcg ; 60 min,iv,,,
candidate-claim:329791eed27682b98dc3,dose_via_intervalo,1,pending,blocked,teste da cortrosina (acth) 250 mcg iv em bolus dosar 17-ohp e cortisol apos 60 min slide p 22 confirmado,17 ; 22 ; 250 mcg ; 60 min,iv,,,
candidate-claim:64728d565b3fd2f1bb24,dose_via_intervalo,1,pending,blocked,teste da furosemida (confirmatorio) positivo se apr <2 ng/ml/h apos 2h de deambulacao slide p 85 confirmado,2 ng/ml ; 2h ; 85,,,,
candidate-claim:68f7a7153609710f9559,dose_via_intervalo,1,pending,blocked,teste de apneia (morte encefalica) desconectar o respirador se pco2 sobe acima de 55 mmhg sem resposta respiratoria confirma lesao de bulbo neuro coma p 11 confirmado (fonte unica),11 ; 55 mmhg,,,,
candidate-claim:a058caa037b44aab7581,dose_via_intervalo,1,pending,blocked,teste diagnostico da sindrome de horner adrenalina 1:1000 — lesao pos-ganglionar pupila dilata e ptose regride temporariamente slide (camada a) p 44 (imagem conferida) confirmado,1 ; 1000 ; 44,,,,
candidate-claim:9e4d556cc586e3f48c63,dose_via_intervalo,1,pending,blocked,teste do coracaozinho · fisiologia canal-dependente · circulacao em paralelo · sopro de still (inocente) · sopro patologico (≥3+ holossistolico borda esternal alta) · diferencial de pa mmssxmmii >10mmhg · coarctacao de aorta · criterios de duke · profilaxia de endocardite · calendario vacinal diferenciado pos-cc,10mmhg ; 3,,,alta,
candidate-claim:e25fb8233601dea9413d,dose_via_intervalo,1,pending,blocked,teste que confirma lesao de bulbo em suspeita de me teste de apneia (pco2 >55 mmhg sem resposta) dado,55 mmhg,,,,
candidate-claim:8055808f4fcd591a0c2c,dose_via_intervalo,1,pending,blocked,"testes de deteccao/confirmacao de hipercortisolismo liddle 1 (cortisol pos 1mg dexametasona) + se ≥1,8 mcg/dl · cortisol urinario livre 24h + se 3-4x lsn · cortisol salivar da meia-noite + se ≥2x lsn · liddle 2 (0,5mg 6/6h por 2 dias) + se ≥1,8 mcg/dl apostila p 232 (so b) confirmado com correcoes — rotulado b nenhum dado de a disponivel para confronto","0,5mg ; 1 ; 1,8 mcg ; 1mg ; 2 ; 2 dias ; 232 ; 24h ; 3 ; 4 ; 6 ; 6h",,,,
candidate-claim:2c2cb4acb8132dd47c25,dose_via_intervalo,1,pending,blocked,tfg normal (referencia ampla) 80–130 ml/min variavel por idade/sexo/dieta/massa muscular resumo b (elvis) conhecimento geral,130 ml ; 80,,,,
candidate-claim:6a5297826f801a6af573,dose_via_intervalo,1,pending,blocked,"tfg que indica encaminhamento em dm/drc <30 ml/min/1,73m² (estagio 4–5) dado",1 ; 30 ml ; 4 ; 5,,,,
candidate-claim:aa1b615c1a03b532913b,dose_via_intervalo,1,pending,blocked,tg > 500 mg/dl — droga de escolha fibrato (previne pancreatite estatina nao e a 1ª linha aqui) limiar,500 mg/dl,,,,
candidate-claim:caa42a9c750927883b4e,dose_via_intervalo,1,pending,blocked,"thunderclap = ""pior dor da vida"" + sincope + vomito em jato + rigidez de nuca 12-24h tc sem contraste primeiro lcr se tc normal (xantocromia) arteriografia so apos confirmar sangramento hunt-hess (i-v) ressangramento 1ª semana (20%) vasoespasmo 3º-14º dia (nimodipino hipertensao induzida) hidrocefalia (dve) pas alvo 140-150mmhg com aneurisma nao clipado cirurgia ate 3º dia ou apos 14º (fugir da janela de vasoespasmo) triade de cushing = has+bradicardia+depressao respiratoria",12 ; 140 ; 150mmhg ; 20 ; 24h,,,,
candidate-claim:9316e436260cf81c0426,dose_via_intervalo,1,pending,blocked,tiabendazol — dose e restricao etaria 25-50 mg/kg/dia por 3 dias repetir em 1 semana so >5 anos (neurotoxicidade) parasitose intestinal - tratado sbp tratamento confirmado,1 ; 25 ; 3 dias ; 5 anos ; 50 mg/kg/dia,,,,sbp
candidate-claim:3d643ab39c9ffece1758,dose_via_intervalo,1,pending,blocked,tiamina — regra antiga pre-glicose 100 vs 300 mg em fontes divergentes fontes curriculares historical only substituida pelo overlay asam,100 ; 300 mg,,,,
candidate-claim:57c17e10d5cba08710e4,dose_via_intervalo,1,pending,blocked,tiamina — wernicke suspeita 100–250 mg vs 500 mg 3x/dia no acervo fontes curriculares quarantined seguir protocolo atual,100 ; 250 mg ; 500 mg,,,,
candidate-claim:f86e1c40291f4ad306f4,dose_via_intervalo,1,pending,blocked,tomografia computadorizada padrao-ouro (principalmente com contraste) limite pratico de peso do paciente 135–150 kg risco de nefrotoxicidade pelo contraste iodado + irradiacao slide 15 confirmado,135 ; 15 ; 150 kg,,,,
candidate-claim:ef847d7aac6d5e3b451d,dose_via_intervalo,1,pending,blocked,topico nasal atb amoxicilina 60-80 mg/kg/dia por 14-21 dias conforme,14 ; 21 dias ; 60 ; 80 mg/kg/dia,,,,
candidate-claim:b077cb804fb97636adc5,dose_via_intervalo,1,pending,blocked,"tosse rouca (""de cachorro"") + estridor + inicio insidioso + febre baixa/moderada sem toxemia → crupe (corticoide + adrenalina inalatoria observar)",,,,,
candidate-claim:1faa50daec9fc7276e9f,dose_via_intervalo,1,pending,blocked,totg 75g 2h diagnostico dm ≥ 200 mg/dl dm conceito famene 2019 p 22 diabetes(5) p 14 confirmado,14 ; 200 mg/dl ; 2019 ; 22 ; 2h ; 5 ; 75g,,,,
candidate-claim:8e36d62c55947377057a,dose_via_intervalo,1,pending,blocked,totg 75g 2h pre-diabetes 140–199 mg/dl dm conceito famene 2019 p 23 diabetes(5) p 14 confirmado,14 ; 140 ; 199 mg/dl ; 2019 ; 23 ; 2h ; 5 ; 75g,,,,
candidate-claim:64a3a4c7780cd71b165c,dose_via_intervalo,1,pending,blocked,tranquilizacao rapida contencao estrutural/verbal/quimica/mecanica sintoma-alvo via oral/im/ev 4 pontos (5º peitoral) retirada <2h desescalada verbal,2h ; 4,ev ; im ; via oral,,,
candidate-claim:a512a2fd528787cc293b,dose_via_intervalo,1,pending,blocked,"transfusao cronica na talassemia maior a cada 2-4 semanas manter hb pre-transfusional 9,5-10 g/dl hemoglobinopatias (tratado) p 13-14 confirmado","10 g/dl ; 13 ; 14 ; 2 ; 4 semanas ; 9,5",,,,
candidate-claim:2f6dea90fa7f5da125ed,dose_via_intervalo,1,pending,blocked,transfusao simples — indicacao geral queda de hb ≥2 g/dl do basal com repercussao hemodinamica crise aplastica sequestro sta hemoglobinopatias (tratado) p 29-30 confirmado,2 g/dl ; 29 ; 30,,,,
candidate-claim:7986a4f5f84e52ea4300,dose_via_intervalo,1,pending,blocked,tratamento antibiotico rinossinusite — 1ª linha amoxicilina 60-80 mg/kg/dia por 14-21 dias (10 dias se resposta precoce 21 dias se arrastado) ivas pdf p 36 confirmado,10 dias ; 14 ; 21 dias ; 36 ; 60 ; 80 mg/kg/dia,,,,
candidate-claim:1ccfd7bd69b80bcdbad7,dose_via_intervalo,1,pending,blocked,tratamento atual de qualquer uretrite ceftriaxona 1g im + azitromicina 1g vo du sempre juntas dado,1g,im ; vo,,,
candidate-claim:280d217833538b726127,dose_via_intervalo,1,pending,blocked,tratamento atualizado (1ª linha atual conhecimento geral equivalente a a') vancomicina vo 125mg 6/6h por 10 dias ou fidaxomicina 200mg 12/12h por 10 dias para episodio inicial (nao-grave e grave) metronidazol reservado a casos nao-graves quando as duas opcoes acima estao indisponiveis ou associado por via ev a vancomicina vo em quadro fulminante/complicado recorrencia fidaxomicina preferencial ou vancomicina em esquema prolongado/pulsado recorrencias multiplas transplante de microbiota fecal conhecimento geral (diretriz idsa/shea 2021) — diverge da fonte b que trata metronidazol como 1ª linha equivalente corrigido,10 dias ; 12 ; 125mg ; 12h ; 200mg ; 2021 ; 6 ; 6h,ev ; vo,,,idsa
candidate-claim:09bf502a0d30c0f5e7ed,dose_via_intervalo,1,pending,blocked,tratamento cancro mole azitromicina 1g vo du ou ceftriaxona 250mg im du ou ciprofloxacino vo 2x/dia por 3 dias gestante estearato de eritromicina 7 dias ist atualizada p 28 confirmado,1g ; 250mg ; 28 ; 3 dias ; 7 dias,im ; vo,gestante,,
candidate-claim:234889d21b2d3d8a8005,dose_via_intervalo,1,pending,blocked,tratamento conforme a fonte b (desatualizado) vancomicina vo 125mg 6/6h metronidazol vo 500mg 8/8h listado como opcao equivalente fidaxomicina se recorrencia se grave/septicemia vancomicina vo + metronidazol ev transplante de microbiota fecal para casos recorrentes abordagem as diarreias pdf p 27 (imagem) corrigido — ver linha abaixo,125mg ; 27 ; 500mg ; 6 ; 6h ; 8 ; 8h,ev ; vo,,,
candidate-claim:1e737954d9246cd4be07,dose_via_intervalo,1,pending,blocked,tratamento da dfm angioplastia isolada e o procedimento indicado stent reservado para complicacao (disseccao/ruptura arterial) aas 75–100mg/dia continuo para prevencao trombotica dbha 2020 p 607 confirmado,100mg ; 607 ; 75,,,,
candidate-claim:b85accf513177d61250d,dose_via_intervalo,1,pending,blocked,tratamento da neurocisticercose ativa albendazol 15 mg/kg/8d ou praziquantel 50 mg/kg/21d + corticoide dado,15 mg/kg ; 50 mg/kg,,,,
candidate-claim:63e502ace77a1d16b229,dose_via_intervalo,1,pending,blocked,tratamento da proptose corticoide sistemico (prednisolona 60-80 mg/dia) metilprednisolona ev para neuropatia optica compressiva radioterapia descompressao cirurgica slide (p 5) confirmado,5 ; 60 ; 80 mg,ev,,,
candidate-claim:ca28d30c034d0d906035,dose_via_intervalo,1,pending,blocked,"tratamento de uretrite (protocolo atual) ceftriaxona 1g im + azitromicina 1g vo ambas em dose unica sempre juntas (cobre as 2 isoformas) sem azitro doxiciclina 100mg vo 12/12h por 7 dias ist atualizada slide p 9 (""para nao ter duvida alguma"") confirmado — corrige protocolo sequencial (cipro→ceftriaxona) descrito em uro doena a sexualmente p 7",100mg ; 12 ; 12h ; 1g ; 2 ; 7 ; 7 dias ; 9,im ; vo,,,
candidate-claim:2d8f78011020b5ec5912,dose_via_intervalo,1,pending,blocked,tratamento do gbs plasmaferese 50 ml/kg/sessao (5x) ou imunoglobulina 400 mg/kg/dia (5 dias) dado,400 mg/kg/dia ; 5 dias ; 50 ml/kg,,,,
candidate-claim:0086688e2df714da9bd5,dose_via_intervalo,1,pending,blocked,tratamento do hipertireoidismo metimazol (1ª linha inibe conversao t4→t3) · propiltiouracil (gravidez) · radioablacao por iodo (recidiva) · cirurgia (bocio volumoso/malignidade na paaf) · propranolol 40-120mg/dia (controle sintomatico ~4 semanas) osce pdf p ~70 (camada b) confirmado,120mg ; 4 semanas ; 40 ; 70,,gravidez,,
candidate-claim:7a5bd607de152b7ef162,dose_via_intervalo,1,pending,blocked,tratamento em homens trimetoprim-sulfa 160/800mg 2x/dia por 7 dias (le4 gr c) camada a slide 27 (tabela eau) confirmado (fonte a),160 ; 2 ; 27 ; 7 dias ; 800mg,,,,
candidate-claim:286e4be8f1ae8436dc5b,dose_via_intervalo,1,pending,blocked,"tratamento — bromocriptina 2,5 a 7,5 mg/dia 2 a 3x/dia preferida na gestacao hiperfuncao hipofisaria slide 19 confirmado","19 ; 2 ; 2,5 ; 3 ; 7,5 mg",,,,
candidate-claim:2ec577262b533389f126,dose_via_intervalo,1,pending,blocked,"tratamento — cabergolina 0,5 a 2 mg/semana 1 a 2x/semana 1ª escolha agonistas dopaminergicos mantidos por ~2 anos hiperfuncao hipofisaria slide 19 confirmado","0,5 ; 1 ; 19 ; 2 ; 2 anos ; 2 mg",,,,
candidate-claim:468ce3a0662657007ac9,dose_via_intervalo,1,pending,blocked,tratamento — descongestionante nasal topico indicado so se crianca nao melhorou rapido / obstrucao incomoda muito apenas em criancas > 2 anos nunca em lactentes no maximo 5 dias 2 gotas slide p 019 confirmado,019 ; 2 ; 2 anos ; 5 dias,,lactentes,,
candidate-claim:83cd52d93c4a2c44cca3,dose_via_intervalo,1,pending,blocked,tratamento — glicocorticoide (infancia) hidrocortisona manipulada 3 tomadas/dia (menor interferencia no crescimento linear) ou dexametasona/prednisolona em dose unica diaria slide p 24 confirmado,24 ; 3,,,,
candidate-claim:2a785dd0580e7bcee746,dose_via_intervalo,1,pending,blocked,"tratamento — hic e siadh hic decubito elevado manitol 0,5–2g/kg iot + hiperventilacao tratar convulsao siadh hiponatremia com ↑na urinario → restricao hidrica slide p 008 (inf) confirmado","0,5 ; 008 ; 2g",,,,
candidate-claim:e94af456cd7aa1977a9e,dose_via_intervalo,1,pending,blocked,tratamento — inibidores de tirosinoquinase via oral indicado em cdt refratario a radioiodo ou metastase rapidamente progressiva/sintomatica/risco de morte iminente sem outras opcoes sorafenibe (nexavar) e lenvatinibe (lenvima) slide p 8 confirmado,8,via oral,,,
