source_id,rel_path,disciplina_raiz,tipo_fonte,paginas,chars
osteossarcoma__ad984b30b6,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\osteossarcoma.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,3,6067
otite_media_cronica__8dea16ba12,EISA II - Ensino Integrado em Saúde do Adulto II\OTORRINOLARINGOLOGIA\Conteúdos das aulas\otite media cronica.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,28,52332
parasitose_SBP__9bc72a9616,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Terceira Prova\parasitose SBP.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,24,95410
pediatria_ALEITAMENTO_MATERNO__202c07d31a,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\pediatria - ALEITAMENTO MATERNO.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,6,9294
pediatria_BRONQUIOLITE__88788efbd3,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\pediatria - BRONQUIOLITE.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,4,7108
resumed_sa_de_do_adulto_2__f8fd0b8d31,RESUmed- Resumos \resumed saúde do adulto 2.pdf,RESUmed- Resumos ,NATIVA,350,778934
resumo_edine_ERISIPELA__71ff949837,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Resumos\resumo edine - ERISIPELA.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,NATIVA,2,1836
resumo_edine_PA_DIABA_TICO__4a12db1c24,EISA II - Ensino Integrado em Saúde do Adulto II\ENDOCRINOLOGIA\Resumos\resumo edine - PÃ_ DIABÃ_TICO.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,2350
sarcoma_de_partes_moles_onco_geral__60ed920345,EISA II - Ensino Integrado em Saúde do Adulto II\ONCOLOGIA\Resumos\sarcoma de partes moles - onco geral.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,2,3632
semio_PED__c241597932,EISCA - Ensino Integrado em Saúde da Criança e Adolescente\Slides Aulas\Slides Primeira Prova \semio PED.pdf,EISCA - Ensino Integrado em Saúde da Criança e Adolescente,ESCANEADA,55,6024
transtornos_por_uso_de_subst_ncias__554a1a793f,EISM - Ensino Integrado em Saúde Mental\Resumos\transtornos por uso de substâncias.pdf,EISM - Ensino Integrado em Saúde Mental,NATIVA,4,8965
tumores_do_SNC_onco_geral__4d5d871f65,EISA II - Ensino Integrado em Saúde do Adulto II\NEUROLOGIA\Resumos\tumores do SNC - onco geral.pdf,EISA II - Ensino Integrado em Saúde do Adulto II,NATIVA,3,4595
